Rank	Surname	n_i
60034	TARO»KO	5
60035	TARODI	5
50205	TARTAINI	7
54650	TART¡REK	6
60036	TARY	5
33706	TAS	14
38747	TAS¡RY	11
38748	TASCH	11
40999	TASCHLER	10
24122	TASCHNER	24
24123	TASKA	24
46577	TASLAR	8
46578	T¡SLAR	8
31082	TASLER	16
32370	T¡SLER	15
46579	TASOVSK›	8
50206	TASSANYI	7
41000	TASZEK	10
38749	TAä¡R	11
20871	TAäEK	30
41001	TAäEVSK›	10
18479	TAäKA	36
38750	TAäKE	11
50207	TAäKOV	7
54651	TAäLMAR	6
15401	TAäNER	47
15402	TATAI	47
14752	TAç¡K	50
27057	TATAL¡K	20
5684	TATAR	148
9243	TAT¡R	89
41002	TATARA	10
41003	TATAR»ÕK	10
54652	TAT¡REK	6
50208	TATARIN	7
15403	TATARKA	47
54653	TAT¡RKA	6
50209	TATARKO	7
28909	TATARKOVI»	18
43564	TATARUCH	9
33707	TATAÿÕK	14
18480	TATAY	36
27928	TATEK	19
7484	TATER	112
60037	TATERA	5
3872	TATÕ»EK	214
38751	TATKA	11
31083	TAçOUN	16
13302	TATOUäEK	57
36854	T¡TOVSK›	12
60038	TATRA	5
50210	TATRAN	7
35231	TATRANSK›	13
60039	TATSCH	5
31084	TATTERMUSCH	16
9628	TAT›REK	85
27058	TAUBE	20
50211	TƒUBEL	7
29981	TAUBENHANSL	17
4587	TAUBER	181
16642	TƒUBER	42
54654	TƒUBL	6
32371	TƒUBNER	15
12619	TAUBR	61
17210	TAUC	40
60040	TAUD	5
60041	TAUDY	5
5192	TAUER	161
41004	TAUFAR	10
9344	TAUFER	88
28910	TAUFMAN	18
46580	TAUFMANN	8
60042	TAUCHE	5
15179	TAUCHEN	48
2103	TAUCHMAN	372
15404	TAUCHMANN	47
50212	TAUREK	7
41005	TAUS	10
46581	TAUSEK	8
13696	TAUSCH	55
25518	TAUSCHE	22
23505	TAUSCHER	25
41006	TAUSIG	10
50213	TAUSINGER	7
60043	TAUSK	5
18481	TAUSSIG	36
54655	TAUSSIK	6
2483	TAUä	324
20021	TAUäEK	32
46582	TAUäER	8
35232	TAUäL	13
27059	TAUäNER	20
38752	TAUT	11
33708	TAUTERMAN	14
43565	TAUTERMANN	9
35233	TAUTRMAN	13
35234	TAUTZ	13
38753	TAUVINKL	11
46583	TAUWINKEL	8
33709	TAUWINKL	14
16643	TAVALI	42
31085	TAVALY	16
54656	TAVLARIDIS	6
41007	çAVODA	10
14984	TAX	49
60044	TAYBNER	5
43566	TAYERLE	9
35235	TAZ	13
29982	TAZBIREK	17
31086	TAZBÕREK	16
19208	T¡ZLAR	34
13697	T¡ZLER	55
46584	çAé¡R	8
16368	çAéK›	43
43567	TEBICH	9
46585	TEBR	8
2874	TECL	283
32372	TE»	15
33710	TEDA	14
43568	TEDESKO	9
35236	TEDLA	13
38754	TEFFER	11
26221	TEFR	21
54657	TEGDA	6
17812	TEGEL	38
43569	TEGI	9
18811	T…GL	35
60045	T…GL¡S	5
60046	TEGL¡ä	5
35237	TEGTMAJER	13
38755	TEGZA	11
36855	TEGZE	12
17491	TÃHAN	39
36856	TEHL¡R	12
17211	TÃHLE	40
11205	TÃHNÕK	71
38756	TECHET	11
16115	TECHL	44
11996	TECHLOVSK›	65
50214	TECHMAN	7
20872	TECHNIK	30
54658	TEIFEL	6
25519	TEICHERT	22
43570	TEICHL	9
4314	TEICHMAN	195
2731	TEICHMANN	296
38757	TEICHNER	11
19625	TEIMER	33
29983	TEIML	17
41008	TEINDL	10
20873	TEINER	30
23506	TEINZER	25
60047	TEISCHEL	5
20874	TEISLER	30
60048	TEISSIG	5
54659	TEISSING	6
38758	TEJBUS	11
23507	TEJC	25
8114	TEJ»EK	103
25520	TEJ»KA	22
12150	TEJCHMAN	64
4261	TEJKAL	197
4420	TEJKL	190
27060	TEJMAR	20
46586	TEJMER	8
7359	TEJML	114
46587	TEJNAR	8
11066	TEJNECK›	72
24124	TEJNICK›	24
54660	TEJNIL	6
12451	TEJNOR	62
27929	TEJNORA	19
22338	TEJNSK›	27
12620	TEJRAL	61
33711	TEJROVSK›	14
35238	TEJZR	13
43571	TEKAL	9
41009	TEKEL	10
41010	TEKELI	10
46588	TEKELÕK	8
54661	TEKELJAK	6
50215	TEKELY	7
54662	TEKEN’ä	6
50216	TEKER	7
54663	TEKULA	6
41011	TEKVERK	10
60049	TEL¡R	5
20022	TELAÿÕK	32
26222	TEL»ER	21
27061	TELEC	20
6224	TELECK›	136
33712	TÃLECK›	14
54664	TELEHA	6
54665	TELEHANI»	6
60050	TELEK	5
33713	TELEKEä	14
16644	TELEKI	42
41012	TELEKY	10
11723	TELENSK›	67
60051	TELEPJAN	5
60052	TELEROVSK›	5
60053	TELESZ	5
9924	TELI»KA	82
9629	TELÕN	85
20430	TELINGER	31
54666	TELINGR	6
54667	TELIORIDIS	6
43572	TELIPSK›	9
14985	TELÕäEK	49
50217	TELK	7
23508	TELLER	25
22943	TELLINGER	26
27062	TELNAR	20
35239	TELTSCHER	13
15405	TÃLUPIL	47
18158	TELVAK	37
6308	TELV¡K	134
22944	T…MA	26
41013	TEMCS¡K	10
43573	TEMEJ»ÕK	9
18482	TEMEL	36
50218	TEMER	7
60054	TEMEäINKO	5
29984	TEMIAK	17
24798	TÃMÕN	23
54668	TEMJAK	6
54669	TEMKOVI»	6
24125	TEML	24
12452	TEMLÕK	62
11594	TEM“¡K	68
46589	TEMNIAK	8
60055	TEMNI»KA	5
22339	TEMPEL	27
10144	TEMPÕR	80
22945	TEMR	26
41014	TENCAR	10
27063	TENCER	20
29985	TEN»ÕK	17
41015	TEN»L	10
60056	TENDLER	5
38759	TENENKO	11
36857	TENGERI	12
21340	TENGL	29
2848	TENGLER	285
10930	TENK	73
43574	TENKA»	9
11595	TENKL	68
12968	TENKR¡T	59
38760	TENOPÕR	11
6361	TENORA	133
60057	TENUä¡K	5
43575	TENZER	9
60058	TEODORIDIS	5
25521	TEOFIL	22
43576	TEOCHARIS	9
54670	TEPAL	6
11869	TEPER	66
27064	TEPERA	20
13497	TEPLAN	56
27065	TEPLANSK›	20
24799	TEPL¡REK	23
26223	TEPLICK›	21
54671	TEPLI»ANEC	6
24126	TEPLÕ»EK	24
9244	TEPLÕK	89
60059	TEPLO	5
566	TEPL›	1122
41016	TEPPER	10
35240	TEPRT	13
26224	TEPÿÕK	21
13498	T…R	56
13878	T…RA	54
28911	TERAZ	18
54672	TERBAN	6
11997	TERBER	65
43577	TERBL	9
29986	TERBR	17
7543	TER»	111
41017	TEREBA	10
33714	TEREK	14
24127	TERELA	24
54673	TERELMES	6
50219	TERELMEä	7
21341	TERER	29
54674	TERESKA	6
43578	TEREä¡K	9
50220	TEREä»UK	7
43579	TEREäKO	9
38761	TEREäTÕK	11
60060	TERHEä	5
27066	TERCHOVAN	20
54675	TERIFAJ	6
36858	TERICH	12
60061	TERINEK	5
60062	TERINGER	5
19209	TERINGL	34
38762	TERK	11
43580	TERKEL	9
54676	TERKEº	6
27930	TERKELY	19
54677	TERKOVI»	6
36859	TERLECK›	12
11450	TERMER	69
50221	TERNAV»UK	7
54678	TERN…NY	6
60063	TERP¡K	5
28912	TERRICH	18
36860	TERSCH	12
10240	TERä	79
41018	TERäÕP	10
16645	TERäL	42
41019	TERU	10
26225	TERYNEK	21
43581	TERYNGEL	9
41020	TERYNGER	10
38763	TERZIEV	11
46590	TERZIJSKI	8
60064	TERZIJSK›	5
46591	TERZL	8
11870	TEÿL	66
15861	TES¡»EK	45
11206	TES¡K	71
36861	TES¡R	12
19626	TESARCZYK	33
6362	TESAR»ÕK	133
1399	TES¡REK	526
50222	TESARIK	7
60065	TESARZ	5
93	TESAÿ	4201
1132	TESAÿÕK	632
3873	TESKA	214
43582	TESLA	9
46592	TESLER	8
11998	TESLÕK	65
14085	TESNER	53
28913	TÃSNOHLÕDEK	18
60066	TESSARZ	5
46593	TEä	8
25522	TÃäICK›	22
7485	TÃäÕK	112
14517	TÃäINA	51
50223	TÃäINSK›	7
3421	TÃäÕNSK›	242
11724	TÃäITEL	67
28914	TEäLA	18
12453	TEäNAR	62
28915	TEäN›	18
29987	TETAUER	17
38764	TETAUR	11
14518	TÃTEK	51
43583	TETEMONDA	9
38765	TETENKA	11
18159	TETERA	37
50224	TETERJA	7
43584	TEçHAL	9
8971	TÃTHAL	92
20023	TETÕK	32
15619	TETIVA	46
54679	TETLIAK	6
50225	TETOR	7
5424	TETOUR	155
43585	TÃçOUR	9
14753	TETÿEV	50
46594	TETTAUER	8
6459	TETUR	131
43586	TETŸR	9
16369	TEUBER	43
18160	TEUBNER	37
16646	TEUER	42
26226	TEUFEL	21
33715	TEUFL	14
43587	TEUCHMANN	9
27931	TEUCHNER	19
41021	TEUNER	10
36862	TEUSCHEL	12
60067	TEUäL	5
60068	TEUTSCH	5
60069	TEWOLT	5
10241	TEXL	79
27932	TEXLER	19
32373	TEXTOR	15
60070	TEYSSLER	5
43588	TEZAUR	9
16370	TEZNER	43
28916	TEZOUR	18
32374	TEZZELE	15
5263	TÃéK›	159
60071	THAISZ	5
35241	TH¡L	13
41022	THALER	10
60072	THALINGER	5
33716	THAM	14
27067	TH¡M	20
33717	THAMM	14
43589	TH¡N	9
36863	THEER	12
35242	THEIBER	13
60073	THEIER	5
5384	THEIMER	156
46595	THEIN	8
20875	THEINER	30
24800	THEINERT	23
43590	THEIS	9
60074	THEISINGER	5
50226	THEISSIG	7
60075	THEISZ	5
43591	THELEN	9
60076	THEML	5
22340	THEODOR	27
16371	THER	43
6890	TH…R	123
7360	THEUER	114
38766	THEUMER	11
54680	THEURER	6
46596	THEUSER	8
6056	THIEL	140
13879	THIELE	54
28917	THIEME	18
16647	THIEMEL	42
33718	THIENEL	14
31087	THIERL	16
50227	THILL	7
33719	THIM	14
33720	THÕM	14
33721	THIMEL	14
54681	THIN	6
60077	THOL	5
54682	THOM	6
18812	THOMA	35
31088	THOMAIER	16
46597	THOMAJER	8
27068	THOMANEK	20
6398	THOMAS	132
11596	THOMAYER	68
46598	THOMITZEK	8
36864	THOMKE	12
46599	THOMPSON	8
60078	THOMSON	5
10931	THON	73
60079	THONN	5
28918	THORAND	18
16372	THOROVSK›	43
14754	THOÿ	50
54683	THOSS	6
31089	THUM	16
22946	THUMA	26
60080	THUMER	5
50228	THUMS	7
12787	THUN	60
46600	TH‹R	8
31090	TH€R	16
54684	THURI	6
54685	TH‹RICH	6
54686	THURIK	6
46601	TH‹RINGER	8
43592	TH‹RL	9
41023	TH‹RMER	10
38767	THURN	11
54687	TH‹RNER	6
60081	TH€RNER	5
22947	THURNVALD	26
32375	THURNWALD	15
60082	TCHOÿ	5
43593	TCHURZ	9
22948	TCHUÿ	26
46602	TCH›R	8
50229	TIAHNIBOK	7
27069	TIBENSK›	20
36865	TIBITANCL	12
13698	TIBITANZL	55
16911	TIC	41
50230	TÕCE	7
54688	TIDLBACH	6
54689	TIDRICH	6
50231	TIEBER	7
38768	TIEFA	11
8324	TIEFENBACH	100
22949	TIEFENBACHER	26
54690	TIEFTRUNK	6
50232	TIELICZKA	7
50233	TIERBERGER	7
12788	TIETZ	60
13880	TIETZE	54
2800	TIHELKA	289
26227	TIHL¡ÿ	21
5780	TIHLAÿÕK	146
12454	TIHON	62
32376	TIHOUN	15
33722	TICHA	14
22950	TÕCHA	26
1508	TICH¡»EK	492
54691	TICHAI	6
12455	TICH¡K	62
3903	TICH¡NEK	213
60083	TICHANSK›	5
12789	TICHAVA	60
3729	TICHAVSK›	222
38769	TICHNA	11
50234	TICHOMIROV	7
60084	TICHON	5
22951	TICHO“	26
43594	TICHOPAD	9
10701	TICHOP¡D	75
31091	TICHOP¡DEK	16
6510	TICHOTA	130
46603	TICHOV	8
10036	TICHOVSK›	81
52	TICH›	5786
18813	TÕK	35
6721	TIKAL	126
9724	TÕKAL	84
24801	TIKALSK›	23
7961	TIKOVSK›	105
60085	TIL	5
29988	TILCER	17
32377	TILE»EK	15
28919	TILER	18
31092	TILGNER	16
54692	TILHON	6
50235	TILICHTR	7
38770	TILINGER	11
54693	TILINGR	6
31093	TILKE	16
35243	TILKERIDIS	13
60086	TILKOVSK›	5
3554	TILL	232
19210	TILLE	34
54694	TILLECZEK	6
54695	TILLEMANN	6
10810	TILLER	74
41024	TILLHON	10
22341	TILLINGER	27
60087	TILLMAN	5
38771	TILLNER	11
54696	TILMAN	6
38772	TIL“¡K	11
38773	TILP	11
54697	TILSCH	6
36866	TILSCHER	12
28920	TILäAR	18
16912	TILäER	41
36867	TILZ	12
17492	TIMA	39
33723	TIMAN	14
54698	TIM¡N	6
36868	TIM¡R	12
60088	TIMBARIS	5
41025	TIMCO	10
43595	TIM»¡K	9
54699	TIM»O	6
43596	TIMEL	9
60089	TIMIOPULOS	5
5643	TIMKO	149
46604	TIMKOVI»	8
54700	TIMOFEJEV	6
54701	TIMOFTEJ	6
43597	TIMORACK›	9
50236	TIMOä	7
50237	TIMP	7
41026	TIMR	10
18161	TIMURA	37
24802	TIN¡K	23
27070	TINAVSK›	20
24128	TINGL	24
36869	TINHOFER	12
50238	TINK	7
3515	TINKA	235
33724	TINKL	14
50239	TINL	7
4357	TINTÃRA	193
60090	TINUS	5
43598	TINZ	9
60091	TINZL	5
17813	TIOKA	38
60092	TION	5
16913	TIPAN	41
20876	TIP¡N	30
38774	TIPEK	11
54702	TÕPEK	6
27933	TIPELT	19
29989	TIPKA	17
50240	TIPMANN	7
22342	TIPPAN	27
20877	TIPPELT	30
16373	TIPPL	43
46605	TIPPMAN	8
46606	TIPPMANN	8
33725	TIPPNER	14
26228	TIPTA	21
12282	TIRALA	63
43599	TIRB	9
29990	TIRDIL	17
35244	TIRNER	13
33726	TIROL	14
46607	TIRPAK	8
6937	TIRP¡K	122
60093	TIRSCH	5
60094	TÕÿ	5
35245	TISAR	13
12456	TISCHER	62
8189	TISCHLER	102
50241	TISLICK›	7
4936	TISO“	169
41027	TISOT	10
10702	TISOVSK›	75
3716	TIäER	223
14986	TIäL	49
14755	TIäLER	50
16116	TIäNOVSK›	44
50242	TIäçAN	7
54703	TITA	6
54704	TITAUER	6
4520	TITÃRA	185
60095	TITI»	5
38775	TITKO	11
8325	TITL	100
11207	TITLBACH	71
32378	TITTEL	15
20024	TITTELBACH	32
15620	TITTL	46
46608	TITTLBACH	8
43600	TITTLER	9
7097	TITZ	119
20431	TITZE	31
60096	TITZENTHALER	5
22343	TITZL	27
50243	TIéEK	7
8034	TÕéEK	104
60097	TJASKO	5
54705	TJUNIKOV	6
38776	TKACZ	11
38777	TKACZIK	11
46609	TKACZYK	8
31094	TKA»	16
1379	TK¡»	533
60098	TKA»IK	5
6460	TKA»ÕK	131
12621	TK¡»IK	61
43601	TK¡»ÕK	9
54706	TKA»IK-KA»O	6
60099	TK¡»IK-KA»O	5
22344	TKA»UK	27
12283	TKADL»ÕK	63
1446	TKADLEC	512
6938	TKADLE»EK	122
24129	TKAN›	24
60100	TKOCZ	5
25523	TKO»	22
9141	TLA»BABA	90
15180	TLA»IL	48
43602	TLA»VODA	9
5005	TLACH	167
20432	TLACHA»	31
31095	TLACH¡»	16
46610	TLACHNA	8
10811	TLAMICHA	74
10932	TLAMKA	73
14987	TLAMSA	49
12284	TLAPA	63
2570	TLAP¡K	313
28921	TLAPAL	18
33727	TLASKAL	14
3618	TL¡SKAL	228
17493	TLAäEK	39
11330	TL¡äEK	70
32379	TLATLA	15
60101	TL»IK	5
43603	TLELKA	9
15621	TLOLKA	46
50244	TLOUäç	7
54707	TLST¡K	6
27071	TLU»EK	20
7618	TLU»HOÿ	110
54708	TLU»HUBA	6
60102	TLUCHOÿ	5
41028	TLUK	10
12622	TLUKA	61
21824	TLUST¡K	28
25524	TLUSç¡K	22
5006	TLUSTOä	167
1228	TLUST›	591
60103	TLUäç¡K	5
50245	TLUäTÕK	7
50246	TM…	7
10145	TMEJ	80
6991	TMÃJ	121
11451	TOBEK	69
60104	TOBERMANN	5
18814	TOBÃRN›	35
23509	TOBEä	25
36870	TOBIASZ	12
24803	TOBIAä	23
1801	TOBI¡ä	426
8476	TOBI¡äEK	98
22952	TOBISCH	26
60105	TOBISCHKA	5
25525	TOBIäEK	22
46611	TOBÕäEK	8
6170	TOBIäKA	137
1821	TOBOLA	420
13499	TOBOL¡K	56
36871	TOBOL¡ÿ	12
38778	TOBOLI»	11
9725	TOBOLÕK	84
3575	TOBOLKA	231
18162	TOBOÿÕK	37
9726	TOBRMAN	84
38779	TOBYäKA	11
22345	TOCAUER	27
60106	TOCIK	5
29991	TOCKSTEIN	17
32380	TO»EK	15
29992	TO»EV	17
6020	TO»ÕK	141
24130	TO»ÕN	24
46612	TO»INA	8
21342	TO»O“	29
54709	TOD¡K	6
60107	TODEK	5
28922	TODL	18
54710	TODOR	6
9049	TODOROV	91
50247	TODOROVI»	7
8190	TODT	102
43604	TOEGEL	9
10455	TOFEL	77
46613	TOFERNER	8
50248	TOFFL	7
17212	TOFL	40
27934	T÷GEL	19
36872	T’GEL	12
29993	TOGNER	17
43605	TOGYER	9
6891	TOCH¡»EK	123
60108	TOCHOL	5
31096	TOCHOR	16
22953	TOIFL	26
43606	TOJMAR	9
16117	TOJNAR	44
24131	TOJäL	24
10456	çOK	77
60109	TOKA	5
43607	TOKAN	9
31097	çOKAN	16
6021	TOKAR	141
1462	TOK¡R	507
21825	TOKAR»ÕK	28
54711	TOKAREV	6
46614	TOKARSK›	8
43608	TOKARZ	9
46615	TOKAÿ	8
15622	T÷K÷LI	46
41029	T’K’LI	10
15862	T÷K÷LY	45
31098	T’K’LY	16
8789	TOKOä	94
54712	TOKSA	6
1552	TOLAR	480
43609	TOL¡REK	9
21343	TOLASZ	29
54713	TOLAä	6
36873	TOL¡ä	12
46616	TOLDA	8
26229	TOLDE	21
54714	TOLDI	6
19211	T÷LG	34
35246	T’LG	13
28923	TOLINGER	18
27072	TOLKNER	20
20025	TOLLAR	32
24132	TOLLINGER	24
60110	TOLLRIAN	5
33728	TOLMA	14
15863	TOLMAN	45
33729	TOLO»KO	14
22346	TOLOG	27
27073	TOLOCH	20
16914	TOLVAJ	41
60111	TOLVAY	5
24133	TOM	24
13500	TOMA	56
50249	TOMA»KA	7
54715	TOMAI	6
22347	TOMAIDES	27
36874	TOMAIER	12
50250	TOMAJ	7
41030	TOMAJER	10
41031	TOMAJKO	10
46617	TOMAKA	8
4686	TOMALA	177
41032	TOMALÕK	10
43610	TOMALSK›	9
75	TOMAN	4771
12969	TOMANA	59
18815	TOMA“A	35
12285	TOMAN»¡K	63
25526	TOMAN»ÕK	22
4557	TOMANDL	183
2067	TOMANEC	378
13699	TOMANEK	55
387	TOM¡NEK	1569
26230	TOMANICA	21
41033	TOMANIEC	10
8115	TOMANÕK	103
38780	TOMANOVI»	11
43611	TOM¡NY	9
7694	TOMAS	109
46618	TOMASCO	8
50251	TOMASCH	7
46619	TOMASCHEK	8
27074	TOMASCHKO	20
60112	TOMASKO	5
50252	TOMASY	7
28924	TOMASZEK	18
27935	TOMAä	19
464	TOM¡ä	1350
20026	TOMAä¡K	32
28925	TOMAä»¡K	18
36875	TOMAä»ÕK	12
43612	TOMAä»IN	9
35247	TOMAäEC	13
36876	TOMAäEK	12
124	TOM¡äEK	3581
43613	TOMAäIK	9
21826	TOMAäÕK	28
24804	TOM¡äIK	23
31099	TOM¡äKA	16
17494	TOMAäKO	39
15181	TOM¡äKO	48
23510	TOMAäKOVI»	25
24134	TOMAäOV	24
15406	TOMAäOVI»	47
27075	TOMAäOVSK›	20
3101	TOMAäTÕK	265
9630	TOM¡äTÕK	85
9925	TOM¡äŸ	82
41034	TOMAäUK	10
54716	TOMCS¡NYI	6
20878	TOM»¡K	30
20027	TOM»AL	32
4720	TOM»ALA	176
50253	TOM»ANI	7
38781	TOM»¡NI	11
50254	TOM»¡NY	7
46620	TOM»I	8
36877	TOM»IAK	12
4167	TOM»ÕK	201
60113	TOM»IäIN	5
22348	TOM»O	27
8562	TOMEC	97
36878	TOMECZEK	12
552	TOME»EK	1147
5974	TOME»KA	142
32381	TOME»KO	15
248	TOMEK	2232
50255	TOMENENDAL	7
54717	TOMENEND¡L	6
60114	TOMENGA	5
46621	TOME“UK	8
24135	TOMES	24
50256	TOMESZ	7
620	TOMEä	1044
5493	TOMEäEK	153
25527	TOMEäKA	22
43614	TOMEV	9
3541	TOMI	233
6461	TOMICA	131
54718	TOMICKI	6
26231	TOMICK›	21
5230	TOMICZEK	160
26232	TOMI»	21
46622	TOMI»EK	8
1630	TOMÕ»EK	464
21344	TOMIGA	29
60115	TOMIK	5
10457	TOMÕK	77
36879	TOMIN	12
20028	TOMÕN	32
43615	TOMINEC	9
3058	TOMIS	268
20879	TOMIä	30
7417	TOMÕäEK	113
60116	TOMIäIN	5
50257	TOMIäÕN	7
60117	TOMIäINEC	5
4402	TOMIäKA	191
17213	TOMÕäKA	40
27936	TOMIäKO	19
50258	TOMÕäKO	7
3904	TOMKA	213
46623	TOMKIV	8
3835	TOMKO	216
50259	TOMKOVI»	7
60118	TOML	5
60119	TOMLEIN	5
23511	TOMM	25
50260	TOMO	7
36880	TOMOLA	12
46624	TOMOLYA	8
60120	TOMOSZ	5
20880	TOMOSZEK	30
60121	TOMOä	5
33730	TOMOV	14
29994	TOMOVI»	17
50261	TOMPICH	7
25528	TOMRDLE	22
25529	TOMRLE	22
3156	TOMS	260
2946	TOMSA	277
33731	TOMSCHI	14
60122	TOMSK›	5
38782	TOMä	11
12790	TOMäA	60
5097	TOMäEJ	164
54719	TOMäI	6
54720	TOMäÕ	6
23512	TOMäIC	25
6939	TOMäÕ»EK	122
2678	TOMäÕK	300
17495	TOMäOVIC	39
17496	TOMäOVSK›	39
1392	TOMäŸ	529
7300	TON	115
5817	TONAR	145
54721	TON¡R	6
4608	TONCAR	180
41035	TONCER	10
12457	TONCR	62
43616	TON»EV	9
54722	TON»ÕK	6
31100	TONDER	16
9142	TONDL	90
10571	TONDR	76
54723	TONDRA	6
60123	TONEK	5
41036	TONEV	10
60124	TONG	5
54724	TONGEL	6
24136	TONHAUSER	24
33732	TONHƒUSER	14
54725	TONIKA	6
19627	TONINGER	33
60125	TONINI	5
8402	TONKA	99
35248	TONKOVI»	13
15623	TONNER	46
54726	TONOWSKI	6
35249	TONYKA	13
54727	TONZAR	6
50262	TOPALIDIS	7
43617	TOPALOV	9
46625	TOPALOVSK›	8
14988	çOPEK	49
21827	TOPEN»ÕK	28
54728	TOPERCER	6
31101	T÷PFER	16
38783	T’PFER	11
20029	TOPIARZ	32
35250	TOPIAÿ	13
2163	TOPI»	365
24805	TOPIL	23
1198	TOPINKA	603
32382	TOPÕNKA	15
50263	TOPITSCH	7
43618	TOPITZER	9
12623	TOPKA	61
46626	çOPKA	8
3941	TOPOL	211
25530	TOPOLAN»IN	22
14086	TOPOL¡NEK	53
50264	TOPOLANSK›	7
22349	TOPOL¡ÿ	27
28926	TOPOL»AN	18
50265	TOPOL»¡NY	7
60126	TOPOLNICKYJ	5
29995	TOPOLOVSK›	17
25531	TOPOLSK›	22
12791	TOPOR	60
28927	TOPORCER	18
43619	TOPOR»¡K	9
50266	TOPORSK›	7
36881	TOPä	12
33733	TOR	14
26233	TORA»	21
2756	TOR¡»	293
9143	TOR¡K	90
16118	TORAL	44
36882	TOR¡“	12
54729	TORBA	6
21828	TOR»ÕK	28
31102	TORDA	16
41037	TORHAN	10
27937	TORIäKA	19
43620	T÷RKEL	9
50267	TORKOä	7
28928	TORMA	18
27938	TORN	19
46627	TORNER	8
14519	T÷R÷K	51
24806	T’R’K	23
38784	TORO“	11
41038	TORONI	10
54730	TORONY	6
60127	TOROPILA	5
60128	TOROPOV	5
43621	TORRES	9
32383	TOÿ	15
28929	TOSECK›	18
36883	TOSCHER	12
27939	TOäEK	19
10933	TOäENOVJAN	73
8262	TOäENOVSK›	101
14989	TOäER	49
60129	TOäEV	5
31103	TOäIL	16
12458	TOäKA	62
60130	TOäKOV	5
60131	TOäL	5
10458	TOäNAR	77
4640	TOäNER	179
2662	TOäOVSK›	302
28930	TOT	18
35251	TOç	13
18163	T”T	37
23513	TOTA	25
13881	TOTEK	54
2211	TOTH	357
60132	T÷TH	5
649	T”TH	1006
54731	TOTÕK	6
50268	TOTÕN	7
21829	TOTKA	28
33734	TOTT	14
46628	TOTTER	8
11999	TOTUäEK	65
31104	TOTŸäEK	16
10146	TOTZAUER	80
46629	TOUC	8
2137	TOUFAR	368
24137	TOUCHA	24
28931	çOUK¡LEK	18
7418	TOUL	113
7098	TOULA	119
18483	TOULEC	36
7034	TOUPAL	120
6940	çOUPAL	122
54732	TOUPALÕK	6
14308	çOUPALÕK	52
35252	çOUPEK	13
8877	TOUREK	93
29996	TOUSECK›	17
19212	TOUSEK	34
1740	TOUä	439
1724	TOUäEK	442
10572	TOUäKA	76
43622	TOUäL	9
29997	TOUäOVSK›	17
43623	TOUéIL	9
9533	TOUéIMSK›	86
24807	TOUéÕN	23
27940	TOVA»OVSK›	19
7150	TOVARA	118
4315	TOV¡REK	195
60133	TOVAR“¡K	5
46630	TOV¡RNICK›	8
6399	TOVARYä	132
60134	T÷VIä	5
38785	TOVTIK	11
22954	TOéI»KA	26
60135	TRABACH	5
46631	TRABALÕK	8
33735	TRABURA	14
43624	TRACZ	9
24138	TRA»	24
27076	TRAFINA	20
17814	TRAGAN	38
50269	TR¡GE	7
15407	TRƒGER	47
32384	TRƒGNER	15
54733	TRAHORSCH	6
43625	TRACH	9
2669	TRACHTA	301
12970	TRACHTULEC	59
54734	TRAILIN	6
46632	TRAJ	8
46633	TRAJBOLD	8
8878	TRAJER	93
28932	TRAJHAN	18
50270	TRAJCHEL	7
36884	TRAJKOV	12
54735	TRAJKOVSKI	6
7821	TRAKAL	107
38786	TRAKSL	11
24808	TRAMBA	23
41039	TRAMPEäKA	10
46634	TRAMPLER	8
9727	TRAMPOTA	84
5604	TRAN	150
32385	TRAN»ÕK	15
25532	TRANDA	22
13882	TRANTA	54
7893	TRANTINA	106
54736	TRANTÕREK	6
60136	TRANT›R	5
43626	TRANéÕK	9
60137	TRAP	5
38787	TRAPANI	11
50271	TRAPEK	7
8403	TRAPL	99
16648	TRAPP	42
60138	TRAPPL	5
60139	TRAPPSCHUH	5
28933	TRASPE	18
54737	TRATBERGER	6
28934	TRAUB	18
50272	TRAUBE	7
43627	TRAU»	9
54738	TRAUGOTT	6
46635	TRAUP	8
35253	TRAUäKE	13
43628	TRAUTMANN	9
43629	TRAUTNER	9
16915	TR¡VA	41
31105	TRAVENEC	16
43630	TRAVÃNEC	9
27077	TR¡VNICK›	20
23514	TR¡VNI»EK	25
256	TR¡VNÕ»EK	2182
20433	TR¡VNI»KA	31
3331	TR¡VNÕK	248
50273	TRAWINSKI	7
19628	TRAXL	33
11452	TRAXLER	69
11871	TRAXMANDL	66
18484	TR¡ZNÕK	36
16374	TRBOLA	43
8640	TRBUäEK	96
38788	TRCALA	11
33736	TRCKA	14
11872	TR»	66
13883	TR»A	54
13303	TR»ALA	57
6309	TR»¡LEK	134
50274	TR»AN	7
472	TR»KA	1313
11597	TRDLA	68
25533	TRDLICA	22
20434	TRDLI»KA	31
36885	TRDLIK¡T	12
17497	TRD›	39
54739	TR…BAL	6
27941	TREBATICK›	19
43631	TREBICHALSK›	9
43632	TREBICHAVSK›	9
46636	TREBLÕK	8
19213	TREBULA	34
28935	TREBUL¡K	18
60140	TREBUNA	5
38789	TR…DL	11
13304	TREFANEC	57
1995	TREFIL	388
38790	TREFILEK	11
22350	TREFÕLEK	27
13700	TREFILÕK	55
3766	TREFN›	220
35254	TREGER	13
27942	TREGL	19
19214	TR…GL	34
8972	TREGLER	92
46637	TR…GLER	8
20435	TREGNER	31
36886	TR…GNER	12
18485	TR…GR	36
