Rank	Surname	n_i
32348	äTÃPEK	15
8968	äTÃPINA	92
50143	äTEPITA	7
59914	äTÃPITA	5
40956	äTÃPJ¡K	10
36832	äTEPKA	12
4811	äTÃPKA	173
1387	äTÃPNI»KA	530
59915	äTEPO	5
46526	äTÃPO	8
13874	äT…R	54
235	äTÃRBA	2324
18150	äTÃRB¡»EK	37
38718	äTERB¡K	11
17486	äTÃRB¡K	39
59916	äTÃRBAN	5
32349	äTERBER	15
22931	äTÃRBÕK	26
13875	äTERC	54
6168	äTERCL	137
54569	äTERGENICH	6
28890	äTERN	18
31061	äTERNBERG	16
54570	äTERNBERK	6
50144	äTERNBERSK›	7
24781	äTERNER	23
20856	äTÃROVSK›	30
13136	äTÃÿÕK	58
54571	äTESL	6
27040	äTÃTAÿ	20
33671	äTETIAR	14
35200	äTETINA	13
1265	äTÃTINA	575
59917	äTÃTINSK›	5
1478	äTÃTKA	502
28891	äTÃTKAÿ	18
11991	äTÃTK¡ÿ	65
59918	äTÃTOVSK›	5
31062	äTEVANKA	16
46527	äTEV»EK	8
46528	äTEVICA	8
46529	äTEVICH	8
20857	äTEVKO	30
35201	äTEVLÕK	13
38719	äTEVOVE	11
43515	äTEVULA	9
46530	äTEVULJAK	8
24782	äTEYER	23
59919	äTEYR	5
17204	äTIAK	40
54572	äTI¡K	6
21810	äTÕBAL	28
29968	äTIBER	17
23495	äTIBICH	25
18798	äTIBINGER	35
38720	äTIBINGR	11
59920	äTIBOR	5
18799	äTIBORA	35
59921	äTIBR	5
5603	äTÕBR	150
46531	äTIBRAL	8
46532	äTIBRAN	8
33672	äTIBRAN›	14
33673	äTIBR¡NYI	14
43516	äTIBROCHA	9
12446	äTICA	62
18800	äTICK›	35
10570	äTI»KA	76
24783	äTIEBER	23
46533	äTIEGLER	8
54573	äTIFIL	6
46534	äTIFT	8
17804	äTIFTER	38
59922	äTÕGL	5
32350	äTIGLER	15
50145	äTIGLIC	7
35202	äTIHEL	13
17805	äTÕHEL	38
4871	äTICH	171
6359	äTICHA	133
2902	äTÕCHA	281
14980	äTICHAUER	49
40957	äTICHHAUER	10
1547	äTIKA	482
9138	äTIKAR	90
36833	äTIKAROVSK›	12
27041	äTIL¡REK	20
54574	äTILC	6
13493	äTILEC	56
18801	äTILIP	35
29969	äTILL	17
6169	äTILLER	137
29970	äTIM	17
59923	äTIMA»	5
27907	äTIMPL	19
59924	äTINCÕK	5
4439	äTINDL	189
20858	äTINGL	30
16637	äTÕPA	42
9815	äTIP¡K	83
36834	äTÕPAL	12
40958	äTÕPALA	10
4745	äTIP»¡K	175
1943	äTÕPEK	397
31063	äTIPKA	16
46535	äTÕPKA	8
14301	äTIPL	52
23496	äTÕPL	25
27042	äTIPSK›	20
13494	äTÕPSK›	56
43517	äTIRAND	9
20015	äTIRBA	32
35203	äTÕREK	13
27043	äTIRSK›	20
31064	äTIS	16
32351	äTÕS	15
43518	äTIç¡K	9
35204	äTÕTKOVEC	13
50146	äTÕTN›	7
38721	äTIVA	11
33674	äTIVAR	14
28892	äTIX	18
3017	äTO»EK	272
18472	äTODT	36
40959	äTOFA	10
59925	äTOFAN	5
54575	äTOFA“AK	6
59926	äTOF»ÕK	5
50147	äTOF»O	7
59927	äTOFFA	5
36835	äTOFILA	12
50148	äTOFIRA	7
54576	äTOFKA	6
33675	äTOFKO	14
38722	äTOFL	11
43519	äTOGER	9
59928	äTOGL	5
40960	äTOGR	10
54577	äTOGRYN	6
43520	äTOHANDL	9
9340	äTOHANZL	88
33676	äTOHL	14
28893	äTOHR	18
28894	äTOCHEL	18
2081	äTOCHL	376
38723	äTOIDL	11
13689	äTOJDL	55
7616	äTOK	110
26207	äTOKINGER	21
29971	äTOKMAN	17
12781	äTOKR	60
24784	äTOKSA	23
6553	äTOL	129
8032	äTOLA	104
2010	äTOLBA	385
4401	äTOLC	191
25504	äTOLCAR	22
46536	äTOLCBART	8
38724	äTOLCPART	11
2915	äTOLFA	280
40961	äTOLHOF	10
23497	äTOLKA	25
10808	äTOLL	74
35205	äTOLLA	13
26208	äTOLLE	21
22330	äTOLLER	27
15857	äTOLOVSK›	45
9625	äTOLPA	85
20859	äTOLZ	30
32352	äTONCNER	15
17487	äTOPL	39
43521	äTOPPEL	9
24103	äTOPPL	24
18151	äTOR	37
54578	äT”R	6
26209	äTORA	21
11448	äTORC	69
1695	äTOREK	446
8875	äTORCH	93
2832	äTORK	286
4872	äTORK¡N	171
36836	äTORKUP	12
50149	äTORM	7
8969	äTOS	92
5972	äTOSEK	142
26210	äTOSS	21
38725	äTOTA	11
32353	äçOTA	15
50150	äçOTKA	7
4284	äTOUDEK	196
2482	äTOURA»	324
16906	äTOURAL	41
1337	äçOVÕ»EK	550
59929	äTOVÕK	5
20860	äçOVÕK	30
28895	äTR¡FELDA	18
43522	äTR¡HL	9
14751	äTRACH	50
17205	äTR¡CHAL	40
46537	äTRACHOTA	8
50151	äTRAICHER	7
17206	äTRAIT	40
43523	äTRAJBL	9
3871	äTRAJT	214
22932	äTR¡L	26
46538	äTRAMA	8
29972	äTRAMBACH	17
18473	äTRAMBERSK›	36
54579	äTRAMPACH	6
38726	äTRANC	11
59930	äTRASER	5
59931	äTRASMAJR	5
50152	äTRASSER	7
15615	äTRAUB	46
26211	äTRAUF	21
14302	äTRAUCH	52
12447	äTRAUS	62
6122	äTRBA	138
25505	äTRBA»KA	22
14515	äTRB¡K	51
21811	äTRB¡“	28
36837	äTRBAV›	12
7248	äTRBÕK	116
23498	äTRBKA	25
59932	äTRBKO	5
28896	äTRBO	18
59933	äTR…BELY	5
20420	äTREBL	31
6456	äTR…BL	131
38727	äTREGL	11
20421	äTR…GL	31
43524	äTREICHL	9
8720	äTREIT	95
21329	äTREJBAR	29
59934	äTREJCH›ÿ	5
28897	äTREJL	18
27044	äTREJN	20
28898	äTRENCL	18
35206	äTR…R	13
59935	äTREYN	5
50153	äTRIC	7
59936	äTRICK	5
32354	äTRICZ	15
46539	äTRIHO	8
43525	äTRICH	9
40962	äTRICHEL	10
43526	äTRIMPFL	9
21812	äTRINCL	28
59937	äTRN¡L	5
11328	äTROB	70
11200	äTROBACH	71
54580	äTROBICH	6
2162	äTROBL	365
14303	äTROBLÕK	52
5383	äTROF	156
31065	äTROHALM	16
17806	äTROCH	38
16362	äTROJSA	43
59938	äTROKAY	5
33677	äTROM	14
14981	äTROMAJER	49
16109	äTROMBACH	44
59939	äTROMER	5
50154	äTROMP	7
59940	äTRONCER	5
18474	äTRONER	36
13495	äTROP	56
2809	äTROS	288
20016	äTROSNER	32
8876	äTROSS	93
32355	äTROSSER	15
9341	äTROUF	88
18802	äTROUGAL	35
43527	äTROUCHAL	9
54581	äTRPKA	6
54582	äTRUBEL	6
32356	äTR⁄BEL	15
43528	äTRUBÕNSK›	9
16907	äTRUBL	41
59941	äTRŸBL	5
19198	äTRUBLÕK	34
36838	äTRUDL	12
43529	äTRŸDL	9
50155	äTRUKEL	7
16110	äTRUMFA	44
35207	äTRUML	13
50156	äTRUMPFA	7
1624	äTRUNC	465
13690	äTRUP	55
4494	äTRUPL	186
33678	äTR›GL	14
18152	äTRYCH	37
15858	äTRYMPL	45
7096	äTRYNCL	119
18153	äTRYNEK	37
35208	äTRYNK	13
31066	äTUB“A	16
36839	äTUBNER	12
43530	äTUCAUR	9
54583	äTUCBART	6
46540	äTUCKA	8
21813	äTU»KA	28
50157	äTUDENC	7
4639	äTUDENT	179
7299	äTUDLAR	115
35209	äTUDY	13
21330	äTUFKA	29
27045	äTUGEL	20
43531	äTUHL	9
21814	äTUCHAL	28
46541	äTUJBER	8
40963	äTUK	10
19199	äTUKA	34
23499	äçUKA	25
13876	äTUKAVEC	54
54584	äçUKAVEC	6
59942	äTUKBAUER	5
27908	äTUKHEIL	19
54585	äTUKHEJL	6
35210	äTUKL	13
50158	äTUKNER	7
59943	äTUKOVSK›	5
15616	äTUKSA	46
12278	äTULA	63
9427	äTŸLA	87
22331	äTULAJTER	27
50159	äTUL¡K	7
8560	äTULC	97
18803	äTULER	35
59944	äTULHOFER	5
5423	äTULÕK	155
40964	äçULÕK	10
24785	äTULÕR	23
16363	äTULÕÿ	43
54586	äTULLA	6
16638	äTULLER	42
35211	äTULO	13
11865	äTULPA	66
17807	äTUMAR	38
13137	äTUMBAUER	58
59945	äTUMFAL	5
36840	äTUMFOL	12
32357	äTUMMER	15
14304	äTUMPA	52
31067	äTUMPER	16
6123	äTUMPF	138
43532	äTUMPOUR	9
21331	äTUMR	29
54587	äTUNDA	6
28899	äTUNDL	18
46542	äTUP¡K	8
46543	äTUPALSK›	8
43533	äTUPL	9
50160	äT⁄R	7
54588	äTŸRAL	6
11201	äTURALA	71
13299	äTŸRALA	57
4020	äTURC	208
59946	äTURDÕK	5
59947	äTURCH	5
3203	äTURM	257
1347	äTURMA	546
35212	äTURMAN	13
2416	äTURSA	330
27909	äTURZ	19
20422	äTURZA	31
29973	äTUS	17
9721	äTUS¡K	84
17808	äTUSEK	38
9047	äTŸSEK	91
43534	äTUTZ	9
7358	äTV¡N	114
11992	äTVER¡»EK	65
3753	äTVER¡K	221
7617	äTVERKA	110
13300	äTVRTECK›	57
20423	äTVRT“A	31
59948	äTYAK	5
40965	äT›BAR	10
19619	äT›BER	33
16908	äT›BL	41
59949	äT›BLER	5
50161	äTYBNAR	7
11449	äT›BNAR	69
59950	äTYBNER	5
7892	äT›BR	106
43535	äT›FAL	9
59951	äTYGLER	5
50162	äTYGLIC	7
3989	äTYCH	209
19200	äTYCHA	34
24104	äTYKAR	24
19201	äTYKS	34
21815	äTYL¡REK	28
20861	äTYLER	30
46544	äTYM¡K	8
12279	äTYNDL	63
46545	äTYRAND	8
59952	äTYRC	5
28900	äTYRSK›	18
59953	äT›RSK›	5
13496	äTYS	56
10143	äT›S	80
59954	äT›VAR	5
1197	äUBA	603
24105	äUBARDA	24
54589	äUBARSK›	6
54590	äUBART	6
15395	äUB»ÕK	47
54591	äUBEC	6
40966	äUBER	10
1944	äUBERT	397
9139	äUBÕK	90
24106	äUBÕN	24
54592	äUBÕÿ	6
24107	äUBJAK	24
33679	äUBJ¡K	14
22933	äUBOTNÕK	26
3963	äUBR	210
318	äUBRT	1842
25506	äUBRTA	22
59955	äUBRYT	5
38728	äUCKRDLE	11
14084	äUDA	53
59956	äŸDA	5
9532	äUD¡K	86
27046	äUDERLA	20
5973	äUDOMA	142
24786	äUDRLA	23
11202	äUDÿICH	71
35213	äUFAJZL	13
35214	äUFANA	13
36841	äUF»¡K	12
50163	äUFEISL	7
46546	äUFFNER	8
54593	äUFLIARSK›	6
20862	äUGA	30
6457	äUGAR	131
10236	äUG¡R	79
13691	äUG¡REK	55
59957	äUGL	5
40967	äUGRA	10
59958	äŸHA	5
4873	äUHAJ	171
12448	äUHAJDA	62
17207	äUH¡JEK	40
35215	äUHAJÕK	13
40968	äUHEJ	10
18804	äUCH	35
36842	äŸCH	12
18154	äUCHA	37
6990	äŸCHA	121
54594	ä⁄CHAL	6
10809	äUCHMA	74
11866	äUCHMAN	66
36843	äUCHMANN	12
50164	äUJAK	7
4934	äUJAN	169
22934	äUJANSK›	26
43536	äUJETA	9
7032	äUK	120
24108	äUKAL	24
43537	ä⁄KALA	9
27910	äUKOVSK›	19
1404	äULA	525
9428	äŸLA	87
43538	äULAI	9
12617	äULAJ	61
1007	äUL¡K	703
12965	äULAN	59
59959	äULAR	5
27911	äULAVA	19
109	äULC	3831
17488	äULCEK	39
59960	äULCER	5
31068	äUL»ÕK	16
10453	äULDA	77
40969	äULEC	10
29974	äULEJ	17
3540	äULEK	233
40970	ä⁄LEK	10
15396	äULER	47
29975	äULEÿ	17
12280	äUL…ÿ	63
35216	äULEVKA	13
19202	äULGAN	34
43539	äULG¡N	9
50165	äULHA	7
54595	äULHOF	6
59961	äULI»	5
50166	äULIGOJ	7
22332	äULIK	27
7483	äULÕK	112
50167	äULIMAN	7
6019	äULISTA	141
13692	äULITKA	55
40971	äULKA	10
21816	äULKO	28
29976	äULKOVSK›	17
38729	äULLA	11
59962	äULMAN	5
32358	äULO	15
54596	äULOVSK›	6
21817	äULTA	28
33680	äULTES	14
16639	äULTYS	42
59963	äULVA	5
59964	äULY	5
50168	äULYOK	7
20863	äUM	30
4139	äUMA	202
25507	äŸMA	22
11203	äUMAN	71
50169	äUMANSK›	7
27047	äUMAVSK›	20
2630	äUMBERA	306
54597	äUMBER¡K	6
46547	äUMEC	8
59965	äUMELDA	5
27912	äUMERA	19
40972	äUMERAJ	10
54598	äUMICK›	6
46548	äUMÕ»EK	8
20424	äUMICHRAST	31
59966	äUMILOV	5
54599	äUMLANSK›	6
19203	äUMNÕK	34
15176	äUMN›	48
46549	äUMOVSK›	8
12449	äUMPELA	62
11993	äUMPICH	65
9048	äUMPÕK	91
46550	äUMPOLEC	8
13693	äUMSK›	55
14982	äUMäAL	49
32359	äUMä¡L	15
36844	äUMäALA	12
59967	ä⁄“	5
9241	äŸNA	89
11592	äUNDA	68
54600	äUNIAR	6
36845	äUNÕK	12
21818	äUNKA	28
28901	äUNTIL	18
4585	äUP	181
5778	äUPA	146
33681	äUP¡»EK	14
10358	äUP¡K	78
46551	äUPAL	8
54601	äUPALA	6
17809	äUP¡LEK	38
12450	äUP»ÕK	62
24109	äUPEJ	24
27913	äUPICA	19
46552	äUPICH	8
4356	äUPÕK	193
10359	äUPINA	78
20425	äUPITA	31
19620	äUPITAR	33
4586	äUPKA	181
59968	äUPLATA	5
25508	äUPLER	22
12782	äUPOL	60
16909	äUPOLA	41
59969	äUPOLIK	5
15397	äUPOLÕK	47
59970	ä⁄R	5
27048	äURA	20
11593	äŸRA	68
35217	äURAB	13
31069	äURABA	16
13877	äURAL	54
16364	äURAN	43
27914	äURA“	19
3660	äUR¡“	226
17489	äUR¡NEK	39
59971	äUR¡NI	5
4685	äURANSK›	177
50170	äURANYI	7
40973	äUR¡NYI	10
59972	äUR¡T	5
59973	äURBEK	5
43540	äURC	9
31070	äURDA	16
54602	äURE»EK	6
38730	äŸREK	11
59974	äURGOT	5
26212	äURIK	21
27915	äURÕK	19
59975	ä⁄RIK	5
24110	äURIN	24
54603	äURÕN	6
20017	äURINA	32
27916	äURKA	19
54604	äURKAL	6
18155	äURKALA	37
46553	äURKOVSK›	8
50171	äURL¡K	7
24787	äURMAN	23
35218	äURM¡NEK	13
33682	äURNICK›	14
27049	äUROVSK›	20
59976	äURY	5
12783	äUR›	60
59977	äURYCH	5
10237	äUR›N	79
33683	äUS	14
4260	äŸS	197
33684	äUSER	14
59978	äUSLÕK	5
43541	äUSSER	9
19204	äUST	34
2142	äUSTA	367
5131	äUST¡»EK	163
43542	äUSTAI	9
22935	äUST¡K	26
12966	äUSTAL	59
50172	ä⁄STAL	7
35219	äŸSTAL	13
18805	äUSTALA	35
1049	äUSTEK	676
22936	ä⁄STEK	26
3661	äŸSTEK	226
4846	äUSTER	172
19205	äUSTERA	34
19621	äUSTÕK	33
473	äUSTR	1311
25509	äUä¡K	22
7196	äUäKA	117
59979	äUäKLEB	5
32360	äUäLA	15
59980	äUäL¡K	5
7960	äUäLÕK	105
43543	äUäM¡K	9
36846	äUäNA	12
59981	äUäOLA	5
33685	äUäOLÕK	14
50173	äUäOLJAK	7
40974	äUäOR	10
24788	äUäOTA	23
4874	äUTA	171
23500	äUT¡K	25
40975	äUçAK	10
31071	äUç¡K	16
27917	äUTARA	19
50174	äUTARIK	7
54605	äUTARÕK	6
32361	äUTEK	15
5156	äUTERA	162
50175	ä⁄TH	7
59982	äUTI»	5
50176	äUTINSK›	7
18806	äUTKA	35
43544	äUTKO	9
59983	ä⁄TORA	5
33686	äUTORKA	14
59984	ä⁄TORKA	5
27918	äUTOVEC	19
59985	ä⁄TOVEC	5
27050	äUTOVSK›	20
59986	ä⁄TOVSK›	5
32362	äUTRIEPKA	15
33687	äUTTA	14
46554	äUT›	8
46555	äUVADA	8
43545	äUVARINA	9
43546	äUVARSK›	9
35220	äUVER	13
483	äV¡B	1302
40976	äV¡BA	10
54606	äVAB»ÕK	6
6672	äV¡BEK	127
59987	äVABENICK›	5
15177	äV¡BENICK›	48
16910	äV¡BENÕK	41
3902	äV¡BENSK›	213
24111	äVABÕK	24
24112	äV¡BIK	24
10698	äV¡BÕK	75
54607	äV¡BIRT	6
54608	äV¡BY	6
59988	äVA»EK	5
11204	äV¡»EK	71
27919	äVADL¡K	19
8033	äVADLENA	104
24789	äVADLE“¡K	23
2294	äVADLENKA	346
46556	äVAGER	8
9722	äVAGERA	84
12618	äVAGERKA	61
4043	äVAGR	207
35221	äVAGROVSK›	13
59989	äVAGÿÕK	5
46557	äV¡HA	8
3171	äVACH	259
22937	äVACHA	26
2765	äV¡CHA	292
24790	äVACHO	23
24113	äVACHULA	24
46558	äVAJC	8
8261	äVAJCR	101
43547	äVAJ»¡K	9
54609	äVAJ»ÕK	6
3406	äVAJDA	243
16111	äVAJDLER	44
28902	äVAJGL	18
31072	äVAJGR	16
9429	äVAJKA	87
38731	äVAJKO	11
59990	äVAJLEN	5
16365	äVAJNER	43
50177	äVAJNOCH	7
24114	äVAJN›	24
31073	äVALB	16
29977	äVALBACH	17
59991	äVALBE	5
54610	äVALICH	6
15617	äVAMBERA	46
8721	äVAMBERG	95
6775	äVAMBERK	125
15398	äVAN	47
28903	äV¡N	18
23501	äVA“A	25
4812	äVANCAR	173
24115	äVANC¡R	24
1595	äVANCARA	471
11721	äVANCER	67
14983	äVAN»AR	49
19622	äVAN»ARA	33
665	äVANDA	988
16640	äVANDELÕK	42
50178	äVANDELKA	7
54611	äVANDERA	6
3818	äVANDRLÕK	217
35222	äVANÃK	13
9342	äVA“HAL	88
54612	äVANHAUSER	6
32363	äVANIGA	15
59992	äVANINGER	5
36847	äVANKMAJER	12
7033	äVANTNER	120
35223	äVANYGA	13
54613	äVAPÕK	6
5306	äV¡RA	158
59993	äVARAL	5
40977	äVARBA	10
193	äVARC	2716
17810	äVARCBACH	38
33688	äVARCBEK	14
46559	äVARCER	8
59994	äVARCPIK	5
38732	äVARCR	11
22333	äVARDALA	27
40978	äVARHA	10
18807	äVARN›	35
59995	äV¡RNY	5
27920	äVARZ	19
59996	äVARZBERGER	5
4194	äVAÿÕ»EK	200
46560	äVAÿÕK	8
14305	äVASTA	52
6776	äV¡STA	125
31074	äVASTAL	16
20864	äV¡TORA	30
20018	äV…BIä	32
80	äVEC	4675
24116	äV…CAR	24
54614	äVECK›	6
27051	äV…D	20
10699	äVEDA	75
1145	äV…DA	626
59997	äVEDIK	5
22938	äV…DÕK	26
54615	äVEœUK	6
59998	äVEDYK	5
22939	äVEHELKA	26
515	äVEHLA	1236
10035	äVEHL¡K	81
3796	äVEHLÕK	218
59999	äVECHOVI»	5
60000	äVEIDLER	5
43548	äVEIGER	9
38733	äVEJBAR	11
4195	äVEJCAR	200
31075	äVEJ»ARA	16
46561	äVEJD	8
466	äVEJDA	1328
9242	äVEJDAR	89
9923	äVEJDÕK	82
35224	äVEJCHA	13
21332	äVEJK	29
54616	äVEJKA	6
15399	äVEJKAR	47
11867	äVEJKOVSK›	66
36848	äVEJNAR	12
4666	äVEJNOHA	178
25510	äVEJNOCH	22
33689	äVEJSTIL	14
36849	äVELBL	12
18475	äVELCH	36
43549	äVELKA	9
54617	äVELLER	6
60001	äVEMLER	5
6458	äVENDA	131
50179	äVENDT	7
43550	äVENEK	9
31076	äVENÃK	16
21333	äVENGR	29
9626	äVE“HA	85
24117	äVENK	24
22334	äVENKA	27
54618	äVENKRT	6
54619	äVENTKO	6
11994	äVEPEä	65
19623	äVER¡K	33
14516	äVERCL	51
40979	äVER»I»	10
28904	äVERDÕK	18
46562	äVERHART	8
5191	äVERMA	161
46563	äVERTäAL	8
19206	äVEÿEPA	34
14306	äVEST¡K	52
809	äVESTKA	837
35225	äVÕBEK	13
40980	äVIC	10
54620	äVI»EK	6
60002	äVIDEK	5
50180	äVIDER	7
27921	äVIDERNOCH	19
54621	äVIDERSK›	6
43551	äVIDRA	9
46564	äVIDRA“	8
7415	äVIDRNOCH	113
32364	äVIDRO“	15
36850	äVIG¡R	12
26213	äVÕGLER	21
21819	äVIHA	28
3514	äVIH¡LEK	235
5779	äVIHEL	146
46565	äVIHK›	8
60003	äVIHL	5
7416	äVIHLA	113
6777	äVIHLÕK	125
26214	äVIHNOS	21
32365	äVIHORA	15
50181	äVIHOÿÕK	7
12784	äVIHOVEC	60
43552	äVIHOVSK›	9
50182	äVICHK›	7
21820	äVIK	28
10928	äVÕK	73
12281	äVÕKA	63
54622	äVIKOVSK›	6
60004	äVÕKOVSK›	5
20019	äVIKRUHA	32
11995	äVIMBERSK›	65
38734	äVINC	11
40981	äVINDL	10
46566	äVINDRYCH	8
50183	äVINGAL	7
38735	äVINGER	11
13694	äVINGR	55
11722	äVIR¡K	67
60005	äVIRBEL	5
21821	äVIRGA	28
54623	äVIRIK	6
40982	äVIRK	10
27052	äVÕÿ	20
54624	äVIÿ¡K	6
16112	äVITORKA	44
21822	äVOB	28
12785	äVOJGR	60
17811	äVOLBA	38
40983	äVOLÕK	10
6360	äVOMA	133
33690	äVONC	14
54625	äVON»IN¡R	6
27053	äVONDR	20
31077	äVORBA	16
2136	äVORC	368
9627	äVOR»ÕK	85
46567	äVORM	8
1920	äVR»EK	401
5157	äVR»INA	162
24791	äVR»ULA	23
26215	äVRDLÕK	21
25511	äVRLANSK›	22
3617	äVUB	228
60006	äVŸB	5
22335	äVŸGER	27
20865	äVŸGR	30
46568	äV›CARSK›	8
50184	äWARZ	7
54626	äWIGOST	6
54627	TABA»AN	6
35226	TABA»¡R	13
21334	TABA»EK	29
20426	TAB¡»EK	31
54628	TABA»IK	6
54629	TABA»ÕK	6
54630	TABA»KO	6
16113	TABACH	44
32366	TABAK	15
27922	TAB¡K	19
15859	TABARA	45
50185	TABARELLI	7
27054	TABARKA	20
18476	TAB¡äEK	36
12967	TABERY	59
46569	TABER›	8
60007	TABI	5
60008	TABOGA	5
60009	TABOR	5
5531	T¡BOR	152
46570	T¡BORA	8
31078	T¡BOREK	16
525	T¡BORSK›	1207
9140	T¡BOÿÕK	90
27923	TABULKA	19
50186	TACEJ	7
16366	TACINA	43
43553	TACINEC	9
24118	TACL	24
10454	TACLÕK	77
33691	TA»	14
24792	TA»ÕK	23
25512	TA»NER	22
24793	T¡»NER	23
50187	TADI»	7
60010	TADL¡NEK	5
60011	TADRA	5
13301	TAFAT	57
50188	TAFEL	7
40984	TAFI»UK	10
54631	TAFIL	6
29978	T¡FL	17
28905	TAFLÕK	18
23502	TAFLÕÿ	25
54632	TAFT	6
40985	TƒGL	10
23503	TAHADLO	25
14307	TAHAL	52
40986	çAHAN	10
36851	TAHAVSK›	12
43554	çAHLA	9
25513	TAHOTN›	22
20866	TAHOVSK›	30
60012	çAH⁄R	5
40987	TAHY	10
9430	T¡CHA	87
12786	TACHECÕ	60
33692	TACHEZY	14
54633	TƒCHL	6
18808	TACHOVSK›	35
54634	TAIBER	6
24794	TAIBL	23
50189	TAIBR	7
54635	TAIFL	6
27924	TAICH	19
18156	TAICHMAN	37
33693	TAIMR	14
46571	TAISCHL	8
50190	TAISLER	7
20427	TAIäL	31
20867	TAITL	30
50191	TAIZICH	7
19624	TAJBL	33
35227	TAJBNER	13
33694	TAJBR	14
60013	TAJCN¡R	5
8970	TAJ»	92
21335	TAJ»MAN	29
27925	TAJ»OVSK›	19
29979	TAJDUS	17
54636	TAJDUä	6
26216	T¡JEK	21
25514	TAJER	22
43555	TAJFL	9
36852	TAJCHL	12
27055	TAJCHMAN	20
60014	TAJCHNER	5
60015	TAJML	5
26217	TAJMR	21
4875	TAJOVSK›	171
33695	TAJRYCH	14
40988	TAJSLER	10
43556	TAJSTRA	9
50192	TAJäL	7
22940	TAJTL	26
43557	TAJZICH	9
21336	TAJZLER	29
31079	TAKACS	16
4813	TAK¡CS	173
54637	TAKACZ	6
20868	TAKA»	30
2409	TAK¡»	331
40989	TAKS	10
18809	TALA	35
18477	TAL¡B	36
60016	TALAC	5
50193	TALACEK	7
54638	TAL¡CEK	6
8722	TALACKO	95
10700	TAL¡CKO	75
43558	TALA»	9
26218	TAL¡»EK	21
15618	TALAFA	46
17490	TALAFANT	39
15400	TALAFOUS	47
33696	TALAGA	14
19207	TALACH	34
40990	TALAJKA	10
18157	TAL¡K	37
40991	TAL¡N	10
9723	TALANDA	84
35228	TALAPKA	13
50194	TALARCZYK	7
38736	TALAROVI»	11
2847	TALAä	285
29980	TALAäA	17
10238	TAL¡äEK	79
21823	TALAV¡“A	28
16114	TALAVAäEK	44
33697	TALAV¡äEK	14
18810	TAL»ÕK	35
40992	TALDÕK	10
40993	TALHOFER	10
16641	TALIAN	42
8475	TALI¡N	98
13695	TALICH	55
54639	TALIJ¡N	6
21337	TALÕK	29
9816	TALÕÿ	83
21338	TALKNER	29
11868	TALLA	66
20428	TALLER	31
60017	TALLO	5
25515	TALMAN	22
4935	TALPA	169
33698	TALPAä	14
28906	TALSK›	18
21339	T¡LSK›	29
24119	TALŸéEK	24
31080	TAMAJKA	16
60018	TAMAS	5
54640	TAM¡S	6
6509	TAM¡ä	130
60019	TAMAäEK	5
50195	TAM¡äI	7
54641	TAM…	6
24795	TAMELE	23
43559	TAMFAL	9
50196	TAMCHINA	7
8561	TAMCHYNA	97
54642	TAMLER	6
35229	TAMME	13
60020	TAMOK	5
22336	TAMPA	27
15178	TAMPIER	48
10929	TAMPÕR	73
38737	TAN¡»	11
11329	TANCER	70
15860	TANCIBUDEK	45
54643	TANCIK	6
54644	TANCÕK	6
26219	TANCL	21
33699	TANCMAN	14
60021	TANCOS	5
1065	TANCOä	670
20869	T¡NCOä	30
60022	TANCZOä	5
50197	TAN»EV	7
43560	TAN»IBOK	9
33700	TAN»IN	14
40994	TAN»INEC	10
50198	TAN»OUS	7
25516	TAN»OUZ	22
43561	TANDARA	9
9343	TANDLER	88
8113	TANE»EK	103
54645	TANEV	6
40995	TANGELMAYER	10
24120	TANGL	24
23504	TANHƒUSER	25
54646	TANICS	6
32367	TANISTRA	15
28907	TANKO	18
22941	TANK”	26
26220	TANNENBERG	21
24796	TANNENBERGER	23
43562	TANNER	9
17208	TANNERT	40
27926	TANNHƒUSER	19
40996	TANTOä	10
54647	TANTZER	6
38738	TANUäKA	11
20429	TANZER	31
43563	TANZMANN	9
10239	ç¡PAL	79
60023	TAPFER	5
27927	TAPäÕK	19
40997	TAPTI»	10
60024	çAPTÕK	5
27056	çAPçUCH	20
32368	TAPUäÕK	15
32369	çAPUäÕK	15
60025	TAR	5
3360	TARABA	246
28908	TARAB¡ä	18
38739	TARAB»¡K	11
38740	TARABEC	11
54648	TARABIJ	6
33701	TARABÕK	14
18478	TARABUS	36
38741	TARACKEZY	11
17209	TARAGOä	40
60026	TARAJ»¡K	5
33702	TARAN	14
25517	TARANDA	22
5348	TARANT	157
22337	TARANTÕK	27
20020	TARANZA	32
60027	TARARÕK	5
16367	TARAS	43
38742	TARASOV	11
50199	TARASOVI»	7
38743	TARAäKA	11
33703	TARBAJ	14
38744	TARCALA	11
60028	TARCSI	5
60029	TARCZAL	5
33704	TAR»A	14
36853	TAR»¡K	12
54649	TAR»INEC	6
38745	TARDÕK	11
22942	TARDON	26
33705	TAREä	14
50200	TARGA	7
24797	TARGOSZ	23
20870	TARGOä	30
40998	TARHAJ	10
50201	TARHONSK›	7
50202	TARI»	7
60030	TARKA	5
46572	TARKAI	8
50203	TARKANI»	7
31081	TARKAY	16
38746	TARKOä	11
46573	TARKOTA	8
50204	TARKOVSK›	7
46574	TARKOWSKI	8
35230	TARNAI	13
60031	TARNAVSK›	5
60032	TARNAWA	5
24121	TARNAY	24
46575	TARN”CZI	8
60033	TARN”CZY	5
46576	TARNOVSK›	8
